player_name,total_minutes,seasons_count,last_team,last_league,last_position,reliability,npg_per90,npxG_per90,shots_per90,assists_per90,xA_per90,key_passes_per90,xGChain_per90,xGBuildup_per90,xG_per_shot,cluster,similarity_to_salah
Adam Lallana,342,1,Southampton,Premier League,M S,Low,0.0,0.04008304621828229,0.7894736842105263,0.5263157894736842,0.14565218681175457,1.0526315789473684,0.448039633859145,0.2959884561010097,0.05077185854315757,4,-0.06724115012026187
Jayden Addai,688,1,Como,Serie A,M S,Low,0.39244186046511625,0.19811216950264954,1.7005813953488371,0.0,0.13362062548092285,0.9156976744186046,0.48861034241569945,0.177984404009442,0.11649672873318195,3,-0.0676572035861922
Pascal Groß,2254,1,Borussia Dortmund,Bundesliga,M S,High,0.03992901508429459,0.08336284644934808,1.0381543921916592,0.15971606033717836,0.18505593942777449,1.9964507542147294,0.579278818294472,0.46121167248741335,0.07915034768036909,4,-0.06885543641742087
Randal Kolo Muani,3217,2,Tottenham,Premier League,F M S,High,0.22852045017842437,0.27230211758639455,1.6552292066977765,0.08029096898160856,0.11769180473184605,1.1302497941257206,0.42452278951294936,0.09510350825468034,0.16387085938462123,3,-0.06922000555686818
Yáser Asprilla,1993,2,Girona,La Liga,F M S,High,0.12597690423422372,0.11250621359349931,2.3830631050973987,0.04199230141140791,0.22216725635612689,1.6376997550449084,0.4517828014609836,0.24915803091314395,0.04691052029512376,4,-0.07129841206522218
Carlos Álvarez,1910,1,Levante,La Liga,M S,High,0.14136125654450263,0.12469028469409149,1.4607329842931938,0.04712041884816755,0.21665941839988942,1.8848167539267018,0.5178051954037778,0.29045234009116416,0.08536144937839239,4,-0.07158341314474037
Santiago Comesaña,5025,2,Villarreal,La Liga,M S,High,0.12384588068181818,0.1748798439778263,1.1625532670454544,0.1518110795454545,0.10870784103231429,0.9867720170454545,0.6177729550327884,0.4291961635048706,0.15488691956258294,4,-0.07235681058013219
Teun Koopmeiners,1998,1,Juventus,Serie A,F M S,High,0.13513513513513514,0.220410241535655,1.891891891891892,0.13513513513513514,0.11541302408184016,1.6666666666666665,0.4158402026236594,0.17723686749803588,0.1165025562402748,4,-0.07236064335878246
Nathan Broadhead,677,1,Ipswich,Premier League,M S,Low,0.2658788774002954,0.24304863260825074,1.7282127031019203,0.0,0.11147964349569563,0.930576070901034,0.5626252554962342,0.28701690298008514,0.14063583271434676,3,-0.07306078927032089
Alexis Mac Allister,5304,2,Liverpool,Premier League,M S,High,0.11297543830285786,0.13041992212575837,1.5515293526925813,0.1506339177371438,0.1273403260188157,1.3180467802000084,0.600214906103413,0.44441136521205,0.08514729582754413,4,-0.07320007402150304
Bryan Zaragoza,3025,2,Celta Vigo,La Liga,F M S,High,0.027194440247771567,0.12853735830217783,2.0259857984589815,0.19715969179634382,0.19579043716286795,1.618069194742408,0.41448773178836873,0.17026299363586664,0.07594319658958462,4,-0.07870696407113643
Alemão,1118,1,Rayo Vallecano,La Liga,F S,Medium,0.3220035778175313,0.33122490055206,2.012522361359571,0.0,0.02505862693867125,0.5635062611806798,0.5117248098177699,0.16667999540437312,0.1645819728076458,3,-0.08023161969792521
Fodé Doucouré,1271,1,Le Havre,Ligue 1,F M S,Medium,0.21243115656963021,0.18302508730977707,1.4162077104642015,0.07081038552321008,0.17771294050323128,1.2745869394177813,0.5201045838701241,0.19917064836581422,0.12923604776151482,4,-0.08092966943387003
Portu,1191,2,Girona,La Liga,F M S,Medium,0.0688731585995791,0.26510518955065726,1.3258083030418977,0.1377463171991582,0.12886471725659635,1.222498565142529,0.473311509426041,0.10685924826906495,0.20470227125360665,3,-0.08118854228476549
Jon Ander Olasagasti,2533,2,Levante,La Liga,F M S,High,0.06838905775075987,0.11816435964851665,1.458966565349544,0.22036474164133737,0.20250691875877666,1.5501519756838902,0.43697474685732535,0.26709562341617504,0.08110686314464492,4,-0.08220697232187166
Florian Aye,547,1,Auxerre,Ligue 1,F S,Low,0.3290676416819013,0.36085970914314824,1.9744058500914077,0.0,0.013166076675656713,0.4936014625228519,0.47311116209154913,0.13352664643847528,0.18276876009379825,3,-0.08457852874432743
Edoardo Bove,863,1,Fiorentina,Serie A,M S,Low,0.10428736964078794,0.13168245679153903,0.7300115874855156,0.20857473928157588,0.15210735198295955,1.1471610660486673,0.5373723096152723,0.3617682186660043,0.18038406382713998,4,-0.08806990402004314
Tidiam Gomis,309,1,RasenBallsport Leipzig,Bundesliga,F S,Low,0.29126213592233013,0.1779577985984608,2.621359223300971,0.0,0.14207615146359193,0.8737864077669902,0.4620115970740619,0.2059908665137962,0.06788760465052393,3,-0.0893644610997151
Ilyas Chaira,2584,1,Real Oviedo,La Liga,F M S,High,0.24380804953560373,0.25150071808653124,2.9256965944272446,0.0696594427244582,0.07238815728886393,0.7662538699690402,0.3902730806773938,0.12054929382891477,0.08596267930365034,3,-0.0901259820024014
